"Gene > GO Annotation > Ontology Term . Name","Gene > Systematic Name","Gene > GO Annotation > Ontology Term . Namespace"
"actin filament polymerization","YKL013C","biological_process"
"actin filament polymerization","YOR181W","biological_process"
"actin filament reorganization involved in cell cycle","YDL226C","biological_process"
"actin filament severing","YGR080W","biological_process"
"actin filament severing","YNL138W","biological_process"
"actin lateral binding","YIL138C","molecular_function"
"actin monomer binding","YCR059C","molecular_function"
"actin monomer binding","YGR080W","molecular_function"
"actin nucleation","YBR234C","biological_process"
"actin nucleation","YHR114W","biological_process"
"actin nucleation","YNL271C","biological_process"
"actin nucleation","YOR181W","biological_process"
"actin polymerization or depolymerization","YIL138C","biological_process"
"activating transcription factor binding","YER022W","molecular_function"
"activation of anaphase-promoting complex activity involved in meiotic cell cycle","YGL116W","biological_process"
"activation of APC-Cdc20 complex activity","YGL003C","biological_process"
"activation of APC-Cdc20 complex activity","YGL116W","biological_process"
"activation of GTPase activity","YGR070W","biological_process"
"activation of GTPase activity","YLR371W","biological_process"
"activation of GTPase activity","YNL293W","biological_process"
"activation of GTPase activity","YOR370C","biological_process"
"activation of MAPK activity involved in conjugation with cellular fusion","YDL159W","biological_process"
"activation of MAPK activity involved in osmosensory signaling pathway","YJL128C","biological_process"
"activation of MAPKK activity","YLR362W","biological_process"
"activation of MAPKK activity","YNR031C","biological_process"
"activation of MAPKKK activity","YHL007C","biological_process"
"activation of MAPKKK activity involved in osmosensory signaling pathway","YLR006C","biological_process"
"activation of mitotic cell cycle spindle assembly checkpoint","YGL086W","biological_process"
"activation of protein kinase activity","YLR423C","biological_process"
"activation of protein kinase activity","YPR185W","biological_process"
"actomyosin contractile ring","YLR429W","cellular_component"
"actomyosin contractile ring actin filament bundle assembly","YNL271C","biological_process"
"actomyosin contractile ring assembly","YDL225W","biological_process"
"actomyosin contractile ring assembly","YGL106W","biological_process"
"actomyosin contractile ring assembly","YHR023W","biological_process"
"actomyosin contractile ring assembly","YNL110C","biological_process"
"actomyosin contractile ring contraction","YBR038W","biological_process"
"actomyosin contractile ring contraction","YHR023W","biological_process"
"actomyosin contractile ring contraction","YPR188C","biological_process"
"[acyl-carrier-protein] S-malonyltransferase activity","YOR221C","molecular_function"
"acyl-CoA ceramide synthase complex","YHL003C","cellular_component"
"acyl-CoA ceramide synthase complex","YKL008C","cellular_component"
"acyl-CoA hydrolase activity","YJR019C","molecular_function"
"acyl-CoA metabolic process","YJR019C","biological_process"
"acylglycerol lipase activity","YGL144C","molecular_function"
"acylglycerol lipase activity","YKL094W","molecular_function"
"acylglycerone-phosphate reductase activity","YIL124W","molecular_function"
"Ada2/Gcn5/Ada3 transcription activator complex","YCL010C","cellular_component"
"Ada2/Gcn5/Ada3 transcription activator complex","YCR082W","cellular_component"
"Ada2/Gcn5/Ada3 transcription activator complex","YDR176W","cellular_component"
"Ada2/Gcn5/Ada3 transcription activator complex","YDR448W","cellular_component"
"Ada2/Gcn5/Ada3 transcription activator complex","YGR252W","cellular_component"
"Ada2/Gcn5/Ada3 transcription activator complex","YOR023C","cellular_component"
"Ada2/Gcn5/Ada3 transcription activator complex","YPL254W","cellular_component"
"adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion","YBR276C","biological_process"
"adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion","YDL216C","biological_process"
"adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion","YDR179C","biological_process"
"adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion","YJR084W","biological_process"
"adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion","YLR433C","biological_process"
"adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion","YML057W","biological_process"
"adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion","YMR025W","biological_process"
"adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion","YNL053W","biological_process"
"adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion","YOL117W","biological_process"
"adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion","YOR018W","biological_process"
"adenine biosynthetic process","YDR408C","biological_process"
"adenine catabolic process","YNL141W","biological_process"
"adenine deaminase activity","YNL141W","molecular_function"
"adenine nucleotide transmembrane transporter activity","YPR128C","molecular_function"
"adenine phosphoribosyltransferase activity","YDR441C","molecular_function"
"adenine phosphoribosyltransferase activity","YML022W","molecular_function"
"adenine salvage","YML022W","biological_process"
"adenosine deaminase activity","YGL243W","molecular_function"
"adenosine kinase activity","YJR105W","molecular_function"
"adenosylhomocysteinase activity","YER043C","molecular_function"
"adenosylmethionine decarboxylase activity","YOL052C","molecular_function"
"adenylate cyclase-activating G-protein coupled receptor signaling pathway","YER020W","biological_process"
"adenylate cyclase binding","YNL138W","molecular_function"
"adenylate kinase activity","YDL166C","molecular_function"
"adenylate kinase activity","YDR226W","molecular_function"
"adenylate kinase activity","YER170W","molecular_function"
"adenylate kinase activity","YKL024C","molecular_function"
"adenylate kinase activity","YMR224C","molecular_function"
"adenylate kinase activity","YNL250W","molecular_function"
"adenyl-nucleotide exchange factor activity","YBR101C","molecular_function"
"adenyl-nucleotide exchange factor activity","YBR169C","molecular_function"
"adenyl-nucleotide exchange factor activity","YIL115C","molecular_function"
"adenyl-nucleotide exchange factor activity","YKL073W","molecular_function"
"adenyl-nucleotide exchange factor activity","YOL031C","molecular_function"
"adenyl-nucleotide exchange factor activity","YOR232W","molecular_function"
"adenyl-nucleotide exchange factor activity","YPL106C","molecular_function"
"adenylosuccinate synthase activity","YNL220W","molecular_function"
"adenylylsulfate kinase activity","YKL001C","molecular_function"
"ADP binding","YLL026W","molecular_function"
"ADP biosynthetic process","YDR226W","biological_process"
"ADP biosynthetic process","YER170W","biological_process"
"ADP-ribose diphosphatase activity","YBR111C","molecular_function"
"ADP-ribosyl-[dinitrogen reductase] hydrolase activity","YBR022W","molecular_function"
"ADP transport","YBL030C","biological_process"
"aerobic respiration","YBL030C","biological_process"
"aerobic respiration","YBL045C","biological_process"
"aerobic respiration","YBR026C","biological_process"
"aerobic respiration","YBR238C","biological_process"
"aerobic respiration","YBR243C","biological_process"
"aerobic respiration","YDL174C","biological_process"
"aerobic respiration","YDR031W","biological_process"
"aerobic respiration","YDR231C","biological_process"
"aerobic respiration","YDR529C","biological_process"
"aerobic respiration","YEL024W","biological_process"
"aerobic respiration","YFR033C","biological_process"
"aerobic respiration","YGL018C","biological_process"
"aerobic respiration","YGL068W","biological_process"
"aerobic respiration","YGL107C","biological_process"
"aerobic respiration","YGL187C","biological_process"
"aerobic respiration","YGL191W","biological_process"
"aerobic respiration","YIL070C","biological_process"
"aerobic respiration","YJL166W","biological_process"
"aerobic respiration","YJL209W","biological_process"
"aerobic respiration","YKL085W","biological_process"
"aerobic respiration","YLL013C","biological_process"
"aerobic respiration","YLR028C","biological_process"
"aerobic respiration","YLR139C","biological_process"
"aerobic respiration","YML110C","biological_process"
"aerobic respiration","YMR002W","biological_process"
"aerobic respiration","YMR056C","biological_process"
"aerobic respiration","YMR165C","biological_process"
"aerobic respiration","YMR267W","biological_process"
"aerobic respiration","YOR002W","biological_process"
"aerobic respiration","YOR355W","biological_process"
"aerobic respiration","YPL132W","biological_process"
"aerobic respiration","YPL159C","biological_process"
"aerobic respiration","YPR155C","biological_process"
"aerobic respiration","YPR191W","biological_process"
"age-dependent response to oxidative stress involved in chronological cell aging","YHR008C","biological_process"
"age-dependent response to oxidative stress involved in chronological cell aging","YHR205W","biological_process"
"age-dependent response to oxidative stress involved in chronological cell aging","YKL062W","biological_process"
"age-dependent response to oxidative stress involved in chronological cell aging","YMR037C","biological_process"
"age-dependent response to reactive oxygen species involved in chronological cell aging","YHR008C","biological_process"
"age-dependent response to reactive oxygen species involved in chronological cell aging","YJR104C","biological_process"
"agglutination involved in conjugation with cellular fusion","YLR110C","biological_process"
"aggresome assembly","YER177W","biological_process"
"alanine-tRNA ligase activity","YOR335C","molecular_function"
"alanyl-tRNA aminoacylation","YOR335C","biological_process"
"alcohol dehydrogenase (NAD) activity","YBR145W","molecular_function"
"alcohol dehydrogenase (NAD) activity","YDL168W","molecular_function"
"alcohol dehydrogenase (NAD) activity","YGL256W","molecular_function"
"alcohol dehydrogenase (NAD) activity","YMR083W","molecular_function"
"alcohol dehydrogenase (NAD) activity","YOL086C","molecular_function"
"alcohol dehydrogenase (NADP+) activity","YMR318C","molecular_function"
"alcohol metabolic process","YAL060W","biological_process"
"alcohol metabolic process","YER024W","biological_process"
"alcohol metabolic process","YGR177C","biological_process"
"alcohol metabolic process","YGR212W","biological_process"
"alcohol metabolic process","YMR318C","biological_process"
"alcohol metabolic process","YOR377W","biological_process"
"alcohol O-acetyltransferase activity","YBR177C","molecular_function"
"alcohol O-acetyltransferase activity","YGR177C","molecular_function"
"alcohol O-acetyltransferase activity","YGR212W","molecular_function"
"alcohol O-acetyltransferase activity","YOR377W","molecular_function"
"alcohol O-acetyltransferase activity","YPL095C","molecular_function"
"alcohol O-butanoyltransferase activity","YBR177C","molecular_function"
"alcohol O-octanoyltransferase activity","YPL095C","molecular_function"
"alcohol transmembrane transporter activity","YNR055C","molecular_function"
"aldehyde catabolic process","YMR110C","biological_process"
